case_name,maximum_bs_curvature,maximum_curvature
case_files\Case5-1.3-9.5-60D_30,0.407697E-01,0.407697E-01
case_files\Case5-1.3-9.75-60D_30,0.404826E-01,0.404826E-01
case_files\Case5-1.3-10.0-60D_30,0.402746E-01,0.402746E-01
case_files\Case5-1.3-10.25-60D_30,0.401427E-01,0.401427E-01
case_files\Case5-1.3-10.5-60D_30,0.400824E-01,0.400824E-01
case_files\Case5-1.3-10.75-60D_30,0.400926E-01,0.400926E-01
case_files\Case5-1.3-11.0-60D_30,0.401701E-01,0.401701E-01
case_files\Case5-1.3-11.25-60D_30,0.403143E-01,0.403143E-01
case_files\Case5-1.3-11.5-60D_30,0.405278E-01,0.405278E-01
case_files\Case5-1.3-11.75-60D_30,0.407799E-01,0.407799E-01
case_files\Case5-1.3-12.0-60D_30,0.410232E-01,0.410232E-01
case_files\Case5-1.3-12.25-60D_30,0.412586E-01,0.412586E-01
case_files\Case5-1.3-12.5-60D_30,0.414862E-01,0.414862E-01
case_files\Case5-1.3-12.75-60D_30,0.417058E-01,0.417058E-01
case_files\Case5-1.3-13.0-60D_30,0.419189E-01,0.419189E-01
case_files\Case5-1.3-13.25-60D_30,0.421249E-01,0.421249E-01
case_files\Case5-1.3-13.5-60D_30,0.423241E-01,0.423241E-01
case_files\Case5-1.3-13.75-60D_30,0.425183E-01,0.425183E-01
case_files\Case5-1.3-14.0-60D_30,0.427072E-01,0.427072E-01
case_files\Case5-1.3-14.25-60D_30,0.428904E-01,0.428904E-01
case_files\Case5-1.3-14.5-60D_30,0.430676E-01,0.430676E-01
case_files\Case5-1.3-14.75-60D_30,0.432392E-01,0.432392E-01
case_files\Case5-1.3-15.0-60D_30,0.434061E-01,0.434061E-01
case_files\Case5-1.3-15.25-60D_30,0.435677E-01,0.435677E-01
case_files\Case5-1.3-15.5-60D_30,0.437246E-01,0.437246E-01
case_files\Case5-1.3-15.75-60D_30,0.438769E-01,0.438769E-01
case_files\Case5-1.3-16.0-60D_30,0.440246E-01,0.440246E-01
case_files\Case5-1.3-16.25-60D_30,0.441678E-01,0.441678E-01
case_files\Case5-1.3-16.5-60D_30,0.443075E-01,0.443075E-01
case_files\Case5-1.3-16.75-60D_30,0.444432E-01,0.444432E-01
case_files\Case5-1.3-17.0-60D_30,0.445749E-01,0.445749E-01
case_files\Case5-1.325-8.0-60D_30,0.440901E-01,0.440901E-01
case_files\Case5-1.325-8.25-60D_30,0.431182E-01,0.431182E-01
case_files\Case5-1.325-8.5-60D_30,0.422619E-01,0.422619E-01
case_files\Case5-1.325-8.75-60D_30,0.415144E-01,0.415144E-01
case_files\Case5-1.325-9.0-60D_30,0.408656E-01,0.408656E-01
case_files\Case5-1.325-9.25-60D_30,0.403048E-01,0.403048E-01
case_files\Case5-1.325-9.5-60D_30,0.398326E-01,0.398326E-01
case_files\Case5-1.325-9.75-60D_30,0.394376E-01,0.394376E-01
case_files\Case5-1.325-10.0-60D_30,0.391158E-01,0.391158E-01
case_files\Case5-1.325-10.25-60D_30,0.388677E-01,0.388677E-01
case_files\Case5-1.325-10.5-60D_30,0.386859E-01,0.386859E-01
case_files\Case5-1.325-10.75-60D_30,0.385691E-01,0.385691E-01
case_files\Case5-1.325-11.0-60D_30,0.385157E-01,0.385157E-01
case_files\Case5-1.325-11.25-60D_30,0.385238E-01,0.385238E-01
case_files\Case5-1.325-11.5-60D_30,0.385924E-01,0.385924E-01
case_files\Case5-1.325-11.75-60D_30,0.387199E-01,0.387199E-01
case_files\Case5-1.325-12.0-60D_30,0.389050E-01,0.389050E-01
case_files\Case5-1.325-12.25-60D_30,0.391328E-01,0.391328E-01
case_files\Case5-1.325-12.5-60D_30,0.393563E-01,0.393563E-01
case_files\Case5-1.325-12.75-60D_30,0.395723E-01,0.395723E-01
case_files\Case5-1.325-13.0-60D_30,0.397813E-01,0.397813E-01
case_files\Case5-1.325-13.25-60D_30,0.399840E-01,0.399840E-01
case_files\Case5-1.325-13.5-60D_30,0.401802E-01,0.401802E-01
case_files\Case5-1.325-13.75-60D_30,0.403703E-01,0.403703E-01
case_files\Case5-1.325-14.0-60D_30,0.405561E-01,0.405561E-01
case_files\Case5-1.325-14.25-60D_30,0.407368E-01,0.407368E-01
case_files\Case5-1.325-14.5-60D_30,0.409119E-01,0.409119E-01
case_files\Case5-1.325-14.75-60D_30,0.410815E-01,0.410815E-01
case_files\Case5-1.325-15.0-60D_30,0.412465E-01,0.412465E-01
case_files\Case5-1.325-15.25-60D_30,0.414069E-01,0.414069E-01
case_files\Case5-1.325-15.5-60D_30,0.415618E-01,0.415618E-01
case_files\Case5-1.325-15.75-60D_30,0.417121E-01,0.417121E-01
case_files\Case5-1.325-16.0-60D_30,0.418587E-01,0.418587E-01
case_files\Case5-1.325-16.25-60D_30,0.420009E-01,0.420009E-01
case_files\Case5-1.325-16.5-60D_30,0.421389E-01,0.421389E-01
case_files\Case5-1.325-16.75-60D_30,0.422735E-01,0.422735E-01
case_files\Case5-1.325-17.0-60D_30,0.424047E-01,0.424047E-01
case_files\Case5-1.35-8.0-60D_30,0.439244E-01,0.439244E-01
case_files\Case5-1.35-8.25-60D_30,0.428571E-01,0.428571E-01
case_files\Case5-1.35-8.5-60D_30,0.419085E-01,0.419085E-01
case_files\Case5-1.35-8.75-60D_30,0.410671E-01,0.410671E-01
case_files\Case5-1.35-9.0-60D_30,0.403266E-01,0.403266E-01
case_files\Case5-1.35-9.25-60D_30,0.396757E-01,0.396757E-01
case_files\Case5-1.35-9.5-60D_30,0.391118E-01,0.391118E-01
case_files\Case5-1.35-9.75-60D_30,0.386222E-01,0.386222E-01
case_files\Case5-1.35-10.0-60D_30,0.382079E-01,0.382079E-01
case_files\Case5-1.35-10.25-60D_30,0.378599E-01,0.378599E-01
case_files\Case5-1.35-10.5-60D_30,0.375788E-01,0.375788E-01
case_files\Case5-1.35-10.75-60D_30,0.373569E-01,0.373569E-01
case_files\Case5-1.35-11.0-60D_30,0.371957E-01,0.371957E-01
case_files\Case5-1.35-11.25-60D_30,0.370909E-01,0.370909E-01
case_files\Case5-1.35-11.5-60D_30,0.370409E-01,0.370409E-01
case_files\Case5-1.35-11.75-60D_30,0.370453E-01,0.370453E-01
case_files\Case5-1.35-12.0-60D_30,0.371033E-01,0.371033E-01
case_files\Case5-1.35-12.25-60D_30,0.372115E-01,0.372115E-01
case_files\Case5-1.35-12.5-60D_30,0.373706E-01,0.373706E-01
case_files\Case5-1.35-12.75-60D_30,0.375754E-01,0.375754E-01
case_files\Case5-1.35-13.0-60D_30,0.377808E-01,0.377808E-01
case_files\Case5-1.35-13.25-60D_30,0.379799E-01,0.379799E-01
case_files\Case5-1.35-13.5-60D_30,0.381728E-01,0.381728E-01
case_files\Case5-1.35-13.75-60D_30,0.383597E-01,0.383597E-01
case_files\Case5-1.35-14.0-60D_30,0.385428E-01,0.385428E-01
case_files\Case5-1.35-14.25-60D_30,0.387208E-01,0.387208E-01
case_files\Case5-1.35-14.5-60D_30,0.388932E-01,0.388932E-01
case_files\Case5-1.35-14.75-60D_30,0.390605E-01,0.390605E-01
case_files\Case5-1.35-15.0-60D_30,0.392235E-01,0.392235E-01
case_files\Case5-1.35-15.25-60D_30,0.393820E-01,0.393820E-01
case_files\Case5-1.35-15.5-60D_30,0.395349E-01,0.395349E-01
case_files\Case5-1.35-15.75-60D_30,0.396831E-01,0.396831E-01
case_files\Case5-1.35-16.0-60D_30,0.398281E-01,0.398281E-01
case_files\Case5-1.35-16.25-60D_30,0.399689E-01,0.399689E-01
case_files\Case5-1.35-16.5-60D_30,0.401056E-01,0.401056E-01
case_files\Case5-1.35-16.75-60D_30,0.402386E-01,0.402386E-01
case_files\Case5-1.35-17.0-60D_30,0.403688E-01,0.403688E-01
case_files\Case5-1.375-8.0-60D_30,0.438916E-01,0.438916E-01
case_files\Case5-1.375-8.25-60D_30,0.427342E-01,0.427342E-01
case_files\Case5-1.375-8.5-60D_30,0.416997E-01,0.416997E-01
case_files\Case5-1.375-8.75-60D_30,0.407737E-01,0.407737E-01
case_files\Case5-1.375-9.0-60D_30,0.399471E-01,0.399471E-01
case_files\Case5-1.375-9.25-60D_30,0.392161E-01,0.392161E-01
case_files\Case5-1.375-9.5-60D_30,0.385673E-01,0.385673E-01
case_files\Case5-1.375-9.75-60D_30,0.379960E-01,0.379960E-01
case_files\Case5-1.375-10.0-60D_30,0.374997E-01,0.374997E-01
case_files\Case5-1.375-10.25-60D_30,0.370693E-01,0.370693E-01
case_files\Case5-1.375-10.5-60D_30,0.367007E-01,0.367007E-01
case_files\Case5-1.375-10.75-60D_30,0.363928E-01,0.363928E-01
case_files\Case5-1.375-11.0-60D_30,0.361400E-01,0.361400E-01
case_files\Case5-1.375-11.25-60D_30,0.359424E-01,0.359424E-01
case_files\Case5-1.375-11.5-60D_30,0.357951E-01,0.357951E-01
case_files\Case5-1.375-11.75-60D_30,0.356987E-01,0.356987E-01
case_files\Case5-1.375-12.0-60D_30,0.356494E-01,0.356494E-01
case_files\Case5-1.375-12.25-60D_30,0.356494E-01,0.356494E-01
case_files\Case5-1.375-12.5-60D_30,0.356944E-01,0.356944E-01
case_files\Case5-1.375-12.75-60D_30,0.357856E-01,0.357856E-01
case_files\Case5-1.375-13.0-60D_30,0.359221E-01,0.359221E-01
case_files\Case5-1.375-13.25-60D_30,0.361010E-01,0.361010E-01
case_files\Case5-1.375-13.5-60D_30,0.362906E-01,0.362906E-01
case_files\Case5-1.375-13.75-60D_30,0.364757E-01,0.364757E-01
case_files\Case5-1.375-14.0-60D_30,0.366561E-01,0.366561E-01
case_files\Case5-1.375-14.25-60D_30,0.368310E-01,0.368310E-01
case_files\Case5-1.375-14.5-60D_30,0.370007E-01,0.370007E-01
case_files\Case5-1.375-14.75-60D_30,0.371660E-01,0.371660E-01
case_files\Case5-1.375-15.0-60D_30,0.373264E-01,0.373264E-01
case_files\Case5-1.375-15.25-60D_30,0.374820E-01,0.374820E-01
case_files\Case5-1.375-15.5-60D_30,0.376326E-01,0.376326E-01
case_files\Case5-1.375-15.75-60D_30,0.377794E-01,0.377794E-01
case_files\Case5-1.375-16.0-60D_30,0.379224E-01,0.379224E-01
case_files\Case5-1.375-16.25-60D_30,0.380614E-01,0.380614E-01
case_files\Case5-1.375-16.5-60D_30,0.381965E-01,0.381965E-01
case_files\Case5-1.375-16.75-60D_30,0.383285E-01,0.383285E-01
case_files\Case5-1.375-17.0-60D_30,0.384572E-01,0.384572E-01
case_files\Case5-1.4-8.0-60D_30,0.439753E-01,0.439753E-01
case_files\Case5-1.4-8.25-60D_30,0.427336E-01,0.427336E-01
case_files\Case5-1.4-8.5-60D_30,0.416168E-01,0.416168E-01
case_files\Case5-1.4-8.75-60D_30,0.406110E-01,0.406110E-01
case_files\Case5-1.4-9.0-60D_30,0.397084E-01,0.397084E-01
case_files\Case5-1.4-9.25-60D_30,0.388977E-01,0.388977E-01
case_files\Case5-1.4-9.5-60D_30,0.381741E-01,0.381741E-01
case_files\Case5-1.4-9.75-60D_30,0.375304E-01,0.375304E-01
case_files\Case5-1.4-10.0-60D_30,0.369585E-01,0.369585E-01
case_files\Case5-1.4-10.25-60D_30,0.364517E-01,0.364517E-01
case_files\Case5-1.4-10.5-60D_30,0.360099E-01,0.360099E-01
case_files\Case5-1.4-10.75-60D_30,0.356275E-01,0.356275E-01
case_files\Case5-1.4-11.0-60D_30,0.352992E-01,0.352992E-01
case_files\Case5-1.4-11.25-60D_30,0.350214E-01,0.350214E-01
case_files\Case5-1.4-11.5-60D_30,0.347943E-01,0.347943E-01
case_files\Case5-1.4-11.75-60D_30,0.346140E-01,0.346140E-01
case_files\Case5-1.4-12.0-60D_30,0.344768E-01,0.344768E-01
case_files\Case5-1.4-12.25-60D_30,0.343851E-01,0.343851E-01
case_files\Case5-1.4-12.5-60D_30,0.343357E-01,0.343357E-01
case_files\Case5-1.4-12.75-60D_30,0.343287E-01,0.343287E-01
case_files\Case5-1.4-13.0-60D_30,0.343628E-01,0.343628E-01
case_files\Case5-1.4-13.25-60D_30,0.344375E-01,0.344375E-01
case_files\Case5-1.4-13.5-60D_30,0.345527E-01,0.345527E-01
case_files\Case5-1.4-13.75-60D_30,0.347058E-01,0.347058E-01
case_files\Case5-1.4-14.0-60D_30,0.348829E-01,0.348829E-01
case_files\Case5-1.4-14.25-60D_30,0.350551E-01,0.350551E-01
case_files\Case5-1.4-14.5-60D_30,0.352225E-01,0.352225E-01
case_files\Case5-1.4-14.75-60D_30,0.353850E-01,0.353850E-01
case_files\Case5-1.4-15.0-60D_30,0.355427E-01,0.355427E-01
case_files\Case5-1.4-15.25-60D_30,0.356956E-01,0.356956E-01
case_files\Case5-1.4-15.5-60D_30,0.358449E-01,0.358449E-01
case_files\Case5-1.4-15.75-60D_30,0.359900E-01,0.359900E-01
case_files\Case5-1.4-16.0-60D_30,0.361311E-01,0.361311E-01
case_files\Case5-1.4-16.25-60D_30,0.362682E-01,0.362682E-01
case_files\Case5-1.4-16.5-60D_30,0.364025E-01,0.364025E-01
case_files\Case5-1.4-16.75-60D_30,0.365336E-01,0.365336E-01
case_files\Case5-1.4-17.0-60D_30,0.366616E-01,0.366616E-01
case_files\Case5-1.425-8.0-60D_30,0.441627E-01,0.441627E-01
case_files\Case5-1.425-8.25-60D_30,0.428400E-01,0.428400E-01
case_files\Case5-1.425-8.5-60D_30,0.416440E-01,0.416440E-01
case_files\Case5-1.425-8.75-60D_30,0.405632E-01,0.405632E-01
case_files\Case5-1.425-9.0-60D_30,0.395875E-01,0.395875E-01
case_files\Case5-1.425-9.25-60D_30,0.387064E-01,0.387064E-01
case_files\Case5-1.425-9.5-60D_30,0.379122E-01,0.379122E-01
case_files\Case5-1.425-9.75-60D_30,0.371979E-01,0.371979E-01
case_files\Case5-1.425-10.0-60D_30,0.365578E-01,0.365578E-01
case_files\Case5-1.425-10.25-60D_30,0.359864E-01,0.359864E-01
case_files\Case5-1.425-10.5-60D_30,0.354769E-01,0.354769E-01
case_files\Case5-1.425-10.75-60D_30,0.350261E-01,0.350261E-01
case_files\Case5-1.425-11.0-60D_30,0.346292E-01,0.346292E-01
case_files\Case5-1.425-11.25-60D_30,0.342829E-01,0.342829E-01
case_files\Case5-1.425-11.5-60D_30,0.339866E-01,0.339866E-01
case_files\Case5-1.425-11.75-60D_30,0.337367E-01,0.337367E-01
case_files\Case5-1.425-12.0-60D_30,0.335299E-01,0.335299E-01
case_files\Case5-1.425-12.25-60D_30,0.333637E-01,0.333637E-01
case_files\Case5-1.425-12.5-60D_30,0.332368E-01,0.332368E-01
case_files\Case5-1.425-12.75-60D_30,0.331490E-01,0.331490E-01
case_files\Case5-1.425-13.0-60D_30,0.330990E-01,0.330990E-01
case_files\Case5-1.425-13.25-60D_30,0.330854E-01,0.330854E-01
case_files\Case5-1.425-13.5-60D_30,0.331076E-01,0.331076E-01
case_files\Case5-1.425-13.75-60D_30,0.331672E-01,0.331672E-01
case_files\Case5-1.425-14.0-60D_30,0.332608E-01,0.332608E-01
case_files\Case5-1.425-14.25-60D_30,0.333899E-01,0.333899E-01
case_files\Case5-1.425-14.5-60D_30,0.335493E-01,0.335493E-01
case_files\Case5-1.425-14.75-60D_30,0.337089E-01,0.337089E-01
case_files\Case5-1.425-15.0-60D_30,0.338643E-01,0.338643E-01
case_files\Case5-1.425-15.25-60D_30,0.340154E-01,0.340154E-01
case_files\Case5-1.425-15.5-60D_30,0.341623E-01,0.341623E-01
case_files\Case5-1.425-15.75-60D_30,0.343053E-01,0.343053E-01
case_files\Case5-1.425-16.0-60D_30,0.344454E-01,0.344454E-01
case_files\Case5-1.425-16.25-60D_30,0.345823E-01,0.345823E-01
case_files\Case5-1.425-16.5-60D_30,0.347155E-01,0.347155E-01
case_files\Case5-1.425-16.75-60D_30,0.348451E-01,0.348451E-01
case_files\Case5-1.425-17.0-60D_30,0.349712E-01,0.349712E-01
case_files\Case5-1.45-8.0-60D_30,0.444389E-01,0.444389E-01
case_files\Case5-1.45-8.25-60D_30,0.430379E-01,0.430379E-01
case_files\Case5-1.45-8.5-60D_30,0.417672E-01,0.417672E-01
case_files\Case5-1.45-8.75-60D_30,0.406140E-01,0.406140E-01
case_files\Case5-1.45-9.0-60D_30,0.395704E-01,0.395704E-01
case_files\Case5-1.45-9.25-60D_30,0.386222E-01,0.386222E-01
case_files\Case5-1.45-9.5-60D_30,0.377642E-01,0.377642E-01
case_files\Case5-1.45-9.75-60D_30,0.369860E-01,0.369860E-01
case_files\Case5-1.45-10.0-60D_30,0.362817E-01,0.362817E-01
case_files\Case5-1.45-10.25-60D_30,0.356477E-01,0.356477E-01
case_files\Case5-1.45-10.5-60D_30,0.350763E-01,0.350763E-01
case_files\Case5-1.45-10.75-60D_30,0.345630E-01,0.345630E-01
case_files\Case5-1.45-11.0-60D_30,0.341057E-01,0.341057E-01
case_files\Case5-1.45-11.25-60D_30,0.337003E-01,0.337003E-01
case_files\Case5-1.45-11.5-60D_30,0.333425E-01,0.333425E-01
case_files\Case5-1.45-11.75-60D_30,0.330298E-01,0.330298E-01
case_files\Case5-1.45-12.0-60D_30,0.327596E-01,0.327596E-01
case_files\Case5-1.45-12.25-60D_30,0.325297E-01,0.325297E-01
case_files\Case5-1.45-12.5-60D_30,0.323377E-01,0.323377E-01
case_files\Case5-1.45-12.75-60D_30,0.321833E-01,0.321833E-01
case_files\Case5-1.45-13.0-60D_30,0.320643E-01,0.320643E-01
case_files\Case5-1.45-13.25-60D_30,0.319787E-01,0.319787E-01
case_files\Case5-1.45-13.5-60D_30,0.319263E-01,0.319263E-01
case_files\Case5-1.45-13.75-60D_30,0.319075E-01,0.319075E-01
case_files\Case5-1.45-14.0-60D_30,0.319199E-01,0.319199E-01
case_files\Case5-1.45-14.25-60D_30,0.319640E-01,0.319640E-01
case_files\Case5-1.45-14.5-60D_30,0.320384E-01,0.320384E-01
case_files\Case5-1.45-14.75-60D_30,0.321454E-01,0.321454E-01
case_files\Case5-1.45-15.0-60D_30,0.322824E-01,0.322824E-01
case_files\Case5-1.45-15.25-60D_30,0.324321E-01,0.324321E-01
case_files\Case5-1.45-15.5-60D_30,0.325782E-01,0.325782E-01
case_files\Case5-1.45-15.75-60D_30,0.327203E-01,0.327203E-01
case_files\Case5-1.45-16.0-60D_30,0.328586E-01,0.328586E-01
case_files\Case5-1.45-16.25-60D_30,0.329936E-01,0.329936E-01
case_files\Case5-1.45-16.5-60D_30,0.331252E-01,0.331252E-01
case_files\Case5-1.45-16.75-60D_30,0.332533E-01,0.332533E-01
case_files\Case5-1.45-17.0-60D_30,0.333780E-01,0.333780E-01
case_files\Case5-1.475-8.0-60D_30,0.447966E-01,0.447966E-01
case_files\Case5-1.475-8.25-60D_30,0.433230E-01,0.433230E-01
case_files\Case5-1.475-8.5-60D_30,0.419814E-01,0.419814E-01
case_files\Case5-1.475-8.75-60D_30,0.407609E-01,0.407609E-01
case_files\Case5-1.475-9.0-60D_30,0.396495E-01,0.396495E-01
case_files\Case5-1.475-9.25-60D_30,0.386368E-01,0.386368E-01
case_files\Case5-1.475-9.5-60D_30,0.377153E-01,0.377153E-01
case_files\Case5-1.475-9.75-60D_30,0.368761E-01,0.368761E-01
case_files\Case5-1.475-10.0-60D_30,0.361137E-01,0.361137E-01
case_files\Case5-1.475-10.25-60D_30,0.354220E-01,0.354220E-01
case_files\Case5-1.475-10.5-60D_30,0.347940E-01,0.347940E-01
case_files\Case5-1.475-10.75-60D_30,0.342246E-01,0.342246E-01
case_files\Case5-1.475-11.0-60D_30,0.337121E-01,0.337121E-01
case_files\Case5-1.475-11.25-60D_30,0.332501E-01,0.332501E-01
case_files\Case5-1.475-11.5-60D_30,0.328363E-01,0.328363E-01
case_files\Case5-1.475-11.75-60D_30,0.324664E-01,0.324664E-01
case_files\Case5-1.475-12.0-60D_30,0.321402E-01,0.321402E-01
case_files\Case5-1.475-12.25-60D_30,0.318547E-01,0.318547E-01
case_files\Case5-1.475-12.5-60D_30,0.316064E-01,0.316064E-01
case_files\Case5-1.475-12.75-60D_30,0.313945E-01,0.313945E-01
case_files\Case5-1.475-13.0-60D_30,0.312166E-01,0.312166E-01
case_files\Case5-1.475-13.25-60D_30,0.310714E-01,0.310714E-01
case_files\Case5-1.475-13.5-60D_30,0.309577E-01,0.309577E-01
case_files\Case5-1.475-13.75-60D_30,0.308742E-01,0.308742E-01
case_files\Case5-1.475-14.0-60D_30,0.308203E-01,0.308203E-01
case_files\Case5-1.475-14.25-60D_30,0.307949E-01,0.307949E-01
case_files\Case5-1.475-14.5-60D_30,0.307973E-01,0.307973E-01
case_files\Case5-1.475-14.75-60D_30,0.308279E-01,0.308279E-01
case_files\Case5-1.475-15.0-60D_30,0.308870E-01,0.308870E-01
case_files\Case5-1.475-15.25-60D_30,0.309743E-01,0.309743E-01
case_files\Case5-1.475-15.5-60D_30,0.310888E-01,0.310888E-01
case_files\Case5-1.475-15.75-60D_30,0.312254E-01,0.312254E-01
case_files\Case5-1.475-16.0-60D_30,0.313615E-01,0.313615E-01
case_files\Case5-1.475-16.25-60D_30,0.314940E-01,0.314940E-01
case_files\Case5-1.475-16.5-60D_30,0.316231E-01,0.316231E-01
case_files\Case5-1.475-16.75-60D_30,0.317487E-01,0.317487E-01
case_files\Case5-1.475-17.0-60D_30,0.318716E-01,0.318716E-01
case_files\Case5-1.5-8.0-60D_30,0.452308E-01,0.452308E-01
case_files\Case5-1.5-8.25-60D_30,0.436838E-01,0.436838E-01
case_files\Case5-1.5-8.5-60D_30,0.422716E-01,0.422716E-01
case_files\Case5-1.5-8.75-60D_30,0.409833E-01,0.409833E-01
case_files\Case5-1.5-9.0-60D_30,0.398063E-01,0.398063E-01
case_files\Case5-1.5-9.25-60D_30,0.387350E-01,0.387350E-01
case_files\Case5-1.5-9.5-60D_30,0.377560E-01,0.377560E-01
case_files\Case5-1.5-9.75-60D_30,0.368597E-01,0.368597E-01
case_files\Case5-1.5-10.0-60D_30,0.360405E-01,0.360405E-01
case_files\Case5-1.5-10.25-60D_30,0.352924E-01,0.352924E-01
case_files\Case5-1.5-10.5-60D_30,0.346118E-01,0.346118E-01
case_files\Case5-1.5-10.75-60D_30,0.339914E-01,0.339914E-01
case_files\Case5-1.5-11.0-60D_30,0.334264E-01,0.334264E-01
case_files\Case5-1.5-11.25-60D_30,0.329130E-01,0.329130E-01
case_files\Case5-1.5-11.5-60D_30,0.324468E-01,0.324468E-01
case_files\Case5-1.5-11.75-60D_30,0.320274E-01,0.320274E-01
case_files\Case5-1.5-12.0-60D_30,0.316503E-01,0.316503E-01
case_files\Case5-1.5-12.25-60D_30,0.313138E-01,0.313138E-01
case_files\Case5-1.5-12.5-60D_30,0.310148E-01,0.310148E-01
case_files\Case5-1.5-12.75-60D_30,0.307511E-01,0.307511E-01
case_files\Case5-1.5-13.0-60D_30,0.305206E-01,0.305206E-01
case_files\Case5-1.5-13.25-60D_30,0.303221E-01,0.303221E-01
case_files\Case5-1.5-13.5-60D_30,0.301555E-01,0.301555E-01
case_files\Case5-1.5-13.75-60D_30,0.300183E-01,0.300183E-01
case_files\Case5-1.5-14.0-60D_30,0.299090E-01,0.299090E-01
case_files\Case5-1.5-14.25-60D_30,0.298268E-01,0.298268E-01
case_files\Case5-1.5-14.5-60D_30,0.297708E-01,0.297708E-01
case_files\Case5-1.5-14.75-60D_30,0.297404E-01,0.297404E-01
case_files\Case5-1.5-15.0-60D_30,0.297350E-01,0.297350E-01
case_files\Case5-1.5-15.25-60D_30,0.297548E-01,0.297548E-01
case_files\Case5-1.5-15.5-60D_30,0.297988E-01,0.297988E-01
case_files\Case5-1.5-15.75-60D_30,0.298675E-01,0.298675E-01
case_files\Case5-1.5-16.0-60D_30,0.299603E-01,0.299603E-01
case_files\Case5-1.5-16.25-60D_30,0.300768E-01,0.300768E-01
case_files\Case5-1.5-16.5-60D_30,0.302036E-01,0.302036E-01
case_files\Case5-1.5-16.75-60D_30,0.303274E-01,0.303274E-01
case_files\Case5-1.5-17.0-60D_30,0.304497E-01,0.304497E-01
case_files\Case5-1.525-8.0-60D_30,0.457327E-01,0.457327E-01
case_files\Case5-1.525-8.25-60D_30,0.441118E-01,0.441118E-01
case_files\Case5-1.525-8.5-60D_30,0.426317E-01,0.426317E-01
case_files\Case5-1.525-8.75-60D_30,0.412772E-01,0.412772E-01
case_files\Case5-1.525-9.0-60D_30,0.400413E-01,0.400413E-01
case_files\Case5-1.525-9.25-60D_30,0.389102E-01,0.389102E-01
case_files\Case5-1.525-9.5-60D_30,0.378715E-01,0.378715E-01
case_files\Case5-1.525-9.75-60D_30,0.369210E-01,0.369210E-01
case_files\Case5-1.525-10.0-60D_30,0.360505E-01,0.360505E-01
case_files\Case5-1.525-10.25-60D_30,0.352521E-01,0.352521E-01
case_files\Case5-1.525-10.5-60D_30,0.345178E-01,0.345178E-01
case_files\Case5-1.525-10.75-60D_30,0.338489E-01,0.338489E-01
case_files\Case5-1.525-11.0-60D_30,0.332363E-01,0.332363E-01
case_files\Case5-1.525-11.25-60D_30,0.326750E-01,0.326750E-01
case_files\Case5-1.525-11.5-60D_30,0.321618E-01,0.321618E-01
case_files\Case5-1.525-11.75-60D_30,0.316965E-01,0.316965E-01
case_files\Case5-1.525-12.0-60D_30,0.312740E-01,0.312740E-01
case_files\Case5-1.525-12.25-60D_30,0.308907E-01,0.308907E-01
case_files\Case5-1.525-12.5-60D_30,0.305440E-01,0.305440E-01
case_files\Case5-1.525-12.75-60D_30,0.302326E-01,0.302326E-01
case_files\Case5-1.525-13.0-60D_30,0.299565E-01,0.299565E-01
case_files\Case5-1.525-13.25-60D_30,0.297125E-01,0.297125E-01
case_files\Case5-1.525-13.5-60D_30,0.294986E-01,0.294986E-01
case_files\Case5-1.525-13.75-60D_30,0.293133E-01,0.293133E-01
case_files\Case5-1.525-14.0-60D_30,0.291551E-01,0.291551E-01
case_files\Case5-1.525-14.25-60D_30,0.290232E-01,0.290232E-01
case_files\Case5-1.525-14.5-60D_30,0.289164E-01,0.289164E-01
case_files\Case5-1.525-14.75-60D_30,0.288349E-01,0.288349E-01
case_files\Case5-1.525-15.0-60D_30,0.287774E-01,0.287774E-01
case_files\Case5-1.525-15.25-60D_30,0.287428E-01,0.287428E-01
case_files\Case5-1.525-15.5-60D_30,0.287304E-01,0.287304E-01
case_files\Case5-1.525-15.75-60D_30,0.287400E-01,0.287400E-01
case_files\Case5-1.525-16.0-60D_30,0.287709E-01,0.287709E-01
case_files\Case5-1.525-16.25-60D_30,0.288236E-01,0.288236E-01
case_files\Case5-1.525-16.5-60D_30,0.288983E-01,0.288983E-01
case_files\Case5-1.525-16.75-60D_30,0.289947E-01,0.289947E-01
case_files\Case5-1.525-17.0-60D_30,0.291106E-01,0.291106E-01
case_files\Case5-1.55-8.0-60D_30,0.462964E-01,0.462964E-01
case_files\Case5-1.55-8.25-60D_30,0.445996E-01,0.445996E-01
case_files\Case5-1.55-8.5-60D_30,0.430567E-01,0.430567E-01
